"Brnd_Name","Year","Tot_Spndng"
Kimyrsa,"2024 (Q1-Q4)",649372.5
Kimyrsa,"2025 (Q1-Q3)",355393.25
Kineret,"2024 (Q1-Q4)",32138062
Kineret,"2025 (Q1-Q3)",33692312
Kinrix,"2024 (Q1-Q4)",9619.89
Kinrix,"2025 (Q1-Q3)",7944.78
Kionex,"2024 (Q1-Q4)",434549.62
Kionex,"2025 (Q1-Q3)",1127083.8
Kiprofen,"2025 (Q1-Q3)",17941.85
Kisqali,"2024 (Q1-Q4)",775493696
Kisqali,"2025 (Q1-Q3)",1240410624
Kisqali Femara Co-Pack,"2024 (Q1-Q4)",22800850
Kisunla,"2024 (Q1-Q4)",16976.42
Kisunla,"2025 (Q1-Q3)",417601.5
Klayesta,"2024 (Q1-Q4)",3063667.2
Klayesta,"2025 (Q1-Q3)",4770568.5
Klisyri,"2024 (Q1-Q4)",3443217.8
Klisyri,"2025 (Q1-Q3)",3156887.0
Klonopin,"2024 (Q1-Q4)",3405214.0
Klonopin,"2025 (Q1-Q3)",2459312.2
Klor-Con,"2024 (Q1-Q4)",9689568.0
Klor-Con,"2025 (Q1-Q3)",5570932.0
Klor-Con-Ef,"2024 (Q1-Q4)",310936.6
Klor-Con-Ef,"2025 (Q1-Q3)",210811.45
Klor-Con 10,"2024 (Q1-Q4)",2864341.2
Klor-Con 10,"2025 (Q1-Q3)",630693.4
Klor-Con 8,"2024 (Q1-Q4)",516147.62
Klor-Con 8,"2025 (Q1-Q3)",114203.66
Klor-Con M10,"2024 (Q1-Q4)",3514285.0
Klor-Con M10,"2025 (Q1-Q3)",1269009.0
Klor-Con M15,"2024 (Q1-Q4)",486229.12
Klor-Con M15,"2025 (Q1-Q3)",349671.0
Klor-Con M20,"2024 (Q1-Q4)",15365102
Klor-Con M20,"2025 (Q1-Q3)",6698755.0
Kloxxado,"2024 (Q1-Q4)",363786.5
Kloxxado,"2025 (Q1-Q3)",931610.9
Kombiglyze XR,"2024 (Q1-Q4)",1564338.6
Kombiglyze XR,"2025 (Q1-Q3)",35035.67
Konvomep,"2024 (Q1-Q4)",4466882.5
Konvomep,"2025 (Q1-Q3)",4046617.8
Korlym,"2024 (Q1-Q4)",341766720
Korlym,"2025 (Q1-Q3)",158964576
Koselugo,"2024 (Q1-Q4)",22361712
Koselugo,"2025 (Q1-Q3)",18072576
Krazati,"2024 (Q1-Q4)",69712632
Krazati,"2025 (Q1-Q3)",113003344
Kristalose,"2024 (Q1-Q4)",3958652.2
Kristalose,"2025 (Q1-Q3)",2340792.2
Krystexxa,"2024 (Q1-Q4)",212349152
Krystexxa,"2025 (Q1-Q3)",172986880
Kurvelo,"2024 (Q1-Q4)",103757.31
Kurvelo,"2025 (Q1-Q3)",101356.56
Kuvan,"2024 (Q1-Q4)",3460935.0
Kuvan,"2025 (Q1-Q3)",2070173.0
Kyleena,"2024 (Q1-Q4)",43096.47
Kyleena,"2025 (Q1-Q3)",40959.38
Kyprolis,"2024 (Q1-Q4)",17709546
Kyprolis,"2025 (Q1-Q3)",18751600
L-Glutamine,"2024 (Q1-Q4)",1192724.6
L-Glutamine,"2025 (Q1-Q3)",3172434.0
Labetalol HCl,"2024 (Q1-Q4)",30466480
Labetalol HCl,"2025 (Q1-Q3)",22350908
Lacosamide,"2024 (Q1-Q4)",110945832
Lacosamide,"2025 (Q1-Q3)",72740024
Lactated Ringers,"2024 (Q1-Q4)",631275.06
Lactated Ringers,"2025 (Q1-Q3)",411985.38
Lactulose,"2024 (Q1-Q4)",60476620
Lactulose,"2025 (Q1-Q3)",50112788
Lagevrio (Eua),"2024 (Q1-Q4)",120713776
Lagevrio (Eua),"2025 (Q1-Q3)",31469156
Lamictal,"2024 (Q1-Q4)",60092660
Lamictal,"2025 (Q1-Q3)",42756772
Lamictal (Orange),"2024 (Q1-Q4)",6227.25
Lamictal (Orange),"2025 (Q1-Q3)",5095.59
Lamictal ODT,"2024 (Q1-Q4)",3028719.5
Lamictal ODT,"2025 (Q1-Q3)",2153994.0
Lamictal XR,"2024 (Q1-Q4)",48318404
Lamictal XR,"2025 (Q1-Q3)",35479488
Lamivudine,"2024 (Q1-Q4)",2627776.5
Lamivudine,"2025 (Q1-Q3)",1724727.5
Lamivudine-Zidovudine,"2024 (Q1-Q4)",1551838.2
Lamivudine-Zidovudine,"2025 (Q1-Q3)",779735.25
Lamivudine Hbv,"2024 (Q1-Q4)",2795472.8
Lamivudine Hbv,"2025 (Q1-Q3)",2628117.0
Lamotrigine,"2024 (Q1-Q4)",59211208
Lamotrigine,"2025 (Q1-Q3)",47394952
Lamotrigine (Blue),"2024 (Q1-Q4)",26289.32
Lamotrigine (Blue),"2025 (Q1-Q3)",18038.58
Lamotrigine (Green),"2024 (Q1-Q4)",42938.05
Lamotrigine (Green),"2025 (Q1-Q3)",33731.25
Lamotrigine (Orange),"2024 (Q1-Q4)",226413.84
Lamotrigine (Orange),"2025 (Q1-Q3)",133276.7
Lamotrigine ER,"2024 (Q1-Q4)",41294996
Lamotrigine ER,"2025 (Q1-Q3)",26903244
Lamotrigine ODT,"2024 (Q1-Q4)",8964350.0
Lamotrigine ODT,"2025 (Q1-Q3)",6080138.5
Lamotrigine ODT (Orange),"2024 (Q1-Q4)",28620.93
Lamotrigine ODT (Orange),"2025 (Q1-Q3)",12762.97
Lanoxin,"2024 (Q1-Q4)",966875.94
Lanoxin,"2025 (Q1-Q3)",568013.94
Lanreotide Acetate,"2024 (Q1-Q4)",8736380.0
Lanreotide Acetate,"2025 (Q1-Q3)",9176607.0
Lansoprazol-Amoxicil-Clarithro,"2024 (Q1-Q4)",389669.16
Lansoprazol-Amoxicil-Clarithro,"2025 (Q1-Q3)",163297.12
Lansoprazole,"2024 (Q1-Q4)",47285024
Lansoprazole,"2025 (Q1-Q3)",34746260
Lanthanum Carbonate,"2024 (Q1-Q4)",43871548
Lanthanum Carbonate,"2025 (Q1-Q3)",246803.66
Lantus,"2024 (Q1-Q4)",139894064
Lantus,"2025 (Q1-Q3)",93951152
Lantus Solostar,"2024 (Q1-Q4)",699132480
Lantus Solostar,"2025 (Q1-Q3)",583072576
Lapatinib,"2024 (Q1-Q4)",5872502.0
Lapatinib,"2025 (Q1-Q3)",4874382.0
Larin,"2024 (Q1-Q4)",98545.76
Larin,"2025 (Q1-Q3)",80927.22
Larin 24 Fe,"2024 (Q1-Q4)",46572.91
Larin 24 Fe,"2025 (Q1-Q3)",38807.77
Larin Fe,"2024 (Q1-Q4)",133252.48
Larin Fe,"2025 (Q1-Q3)",120342.19
Lasix,"2024 (Q1-Q4)",507435.5
Lasix,"2025 (Q1-Q3)",325956.28
Latanoprost,"2024 (Q1-Q4)",129981224
Latanoprost,"2025 (Q1-Q3)",102493832
Latuda,"2024 (Q1-Q4)",39642924
Latuda,"2025 (Q1-Q3)",16711277
Layolis Fe,"2024 (Q1-Q4)",33192.91
Layolis Fe,"2025 (Q1-Q3)",13051.65
Lazcluze,"2024 (Q1-Q4)",7124540.5
Lazcluze,"2025 (Q1-Q3)",40181892
Ledipasvir-Sofosbuvir,"2024 (Q1-Q4)",2880134.8
Ledipasvir-Sofosbuvir,"2025 (Q1-Q3)",4116087.5
Leflunomide,"2024 (Q1-Q4)",34750948
Leflunomide,"2025 (Q1-Q3)",27071968
Lenalidomide,"2024 (Q1-Q4)",2640854784
Lenalidomide,"2025 (Q1-Q3)",2853601792
Lenvima,"2024 (Q1-Q4)",875642944
Lenvima,"2025 (Q1-Q3)",827190400
Leqembi,"2024 (Q1-Q4)",514267.66
Leqembi,"2025 (Q1-Q3)",592102.5
Leqvio,"2024 (Q1-Q4)",14379723
Leqvio,"2025 (Q1-Q3)",16497516
Lescol XL,"2024 (Q1-Q4)",527125.8
Lescol XL,"2025 (Q1-Q3)",316641.56
Lessina,"2024 (Q1-Q4)",49190.11
Lessina,"2025 (Q1-Q3)",47496.17
Letairis,"2024 (Q1-Q4)",82679792
Letairis,"2025 (Q1-Q3)",49970124
Letrozole,"2024 (Q1-Q4)",19192674
Letrozole,"2025 (Q1-Q3)",15941923
Leucovorin Calcium,"2024 (Q1-Q4)",4831885.5
Leucovorin Calcium,"2025 (Q1-Q3)",4078336.0
Leukeran,"2024 (Q1-Q4)",16938542
Leukeran,"2025 (Q1-Q3)",6021025.5
Leukine,"2024 (Q1-Q4)",3301073.0
Leukine,"2025 (Q1-Q3)",2598271.2
Leuprolide Acetate,"2024 (Q1-Q4)",14117.71
Leuprolide Acetate,"2025 (Q1-Q3)",5882.94
Leuprolide Depot,"2024 (Q1-Q4)",204696.56
Leuprolide Depot,"2025 (Q1-Q3)",43246.16
Levalbuterol Concentrate,"2024 (Q1-Q4)",49026.86
Levalbuterol Concentrate,"2025 (Q1-Q3)",32818.44
Levalbuterol HCl,"2024 (Q1-Q4)",1747250.1
Levalbuterol HCl,"2025 (Q1-Q3)",1520903.5
Levalbuterol Tartrate HFA,"2024 (Q1-Q4)",16346916
Levalbuterol Tartrate HFA,"2025 (Q1-Q3)",12830203
Levemir,"2024 (Q1-Q4)",30621216
Levemir,"2025 (Q1-Q3)",1930085.0
Levemir Flexpen,"2024 (Q1-Q4)",121306536
Levemir Flexpen,"2025 (Q1-Q3)",782579.75
Levemir Flextouch,"2024 (Q1-Q4)",956769.3
Levemir Flextouch,"2025 (Q1-Q3)",13662.03
Levetiracetam,"2024 (Q1-Q4)",144089600
Levetiracetam,"2025 (Q1-Q3)",116260952
Levetiracetam-NaCl,"2024 (Q1-Q4)",69597.64
Levetiracetam-NaCl,"2025 (Q1-Q3)",32327.21
Levetiracetam ER,"2024 (Q1-Q4)",12935504
Levetiracetam ER,"2025 (Q1-Q3)",10700384
Levo-T,"2024 (Q1-Q4)",178790.84
Levo-T,"2025 (Q1-Q3)",26521.35
Levobunolol HCl,"2024 (Q1-Q4)",1433895.6
Levobunolol HCl,"2025 (Q1-Q3)",1020651.1
Levocarnitine,"2024 (Q1-Q4)",1724006.6
Levocarnitine,"2024 (Q1-Q4)",3797045.5
Levocarnitine,"2025 (Q1-Q3)",3002786.0
Levocarnitine,"2025 (Q1-Q3)",1326025.5
Levocarnitine SF,"2024 (Q1-Q4)",78674.95
Levocarnitine SF,"2025 (Q1-Q3)",65094.27
Levocetirizine Dihydrochloride,"2024 (Q1-Q4)",28361728
Levocetirizine Dihydrochloride,"2025 (Q1-Q3)",23620304
Levofloxacin,"2024 (Q1-Q4)",14922755
Levofloxacin,"2025 (Q1-Q3)",12702441
Levofloxacin-D5W,"2024 (Q1-Q4)",231385.28
Levofloxacin-D5W,"2025 (Q1-Q3)",135197.84
Levoleucovorin Calcium,"2024 (Q1-Q4)",8604.75
Levonest,"2024 (Q1-Q4)",10915.66
Levonest,"2025 (Q1-Q3)",10199.63
Levonorg-Eth Estrad-Fe Bisglyc,"2025 (Q1-Q3)",5091.98
Levonorg-Eth Estrad Eth Estrad,"2024 (Q1-Q4)",110743.99
Levonorg-Eth Estrad Eth Estrad,"2025 (Q1-Q3)",73917.99
Levonorgestrel-Eth Estradiol,"2024 (Q1-Q4)",546333.1
Levonorgestrel-Eth Estradiol,"2025 (Q1-Q3)",501524.34
Levora-28,"2024 (Q1-Q4)",8595.72
Levora-28,"2025 (Q1-Q3)",2701.95
Levorphanol Tartrate,"2024 (Q1-Q4)",13854421
Levorphanol Tartrate,"2025 (Q1-Q3)",10110461
Levothyroxine Sodium,"2024 (Q1-Q4)",464220480
Levothyroxine Sodium,"2025 (Q1-Q3)",339414016
Levoxyl,"2024 (Q1-Q4)",6102490.5
Levoxyl,"2025 (Q1-Q3)",4519360.5
Levsin,"2024 (Q1-Q4)",27008.97
Levsin,"2025 (Q1-Q3)",33839.01
Levsin-Sl,"2024 (Q1-Q4)",27741.36
Levsin-Sl,"2025 (Q1-Q3)",20777.34
Levulan,"2024 (Q1-Q4)",210502.95
Levulan,"2025 (Q1-Q3)",164231.8
Lexapro,"2024 (Q1-Q4)",17602518
Lexapro,"2025 (Q1-Q3)",12687564
Lexiva,"2024 (Q1-Q4)",41733.22
Lialda,"2024 (Q1-Q4)",7028945.0
Lialda,"2025 (Q1-Q3)",4523722.5
Libervant,"2025 (Q1-Q3)",25720.62
Librax,"2024 (Q1-Q4)",2394191.2
Librax,"2025 (Q1-Q3)",1497682.5
Libtayo,"2024 (Q1-Q4)",12570559
Libtayo,"2025 (Q1-Q3)",17465848
Licart,"2024 (Q1-Q4)",7858815.0
Licart,"2025 (Q1-Q3)",5567051.0
Lidocaine,"2024 (Q1-Q4)",160034736
Lidocaine,"2025 (Q1-Q3)",145474448
Lidocaine-Hydrocortisone,"2024 (Q1-Q4)",1994.51
Lidocaine-Prilocaine,"2024 (Q1-Q4)",8018928.5
Lidocaine-Prilocaine,"2025 (Q1-Q3)",6422514.0
Lidocaine HCl,"2024 (Q1-Q4)",1953623.9
Lidocaine HCl,"2024 (Q1-Q4)",411141.1
Lidocaine HCl,"2025 (Q1-Q3)",2114790.0
Lidocaine HCl,"2025 (Q1-Q3)",323202.28
Lidocaine HCl-Epinephrine,"2024 (Q1-Q4)",188.01
Lidocaine HCl-Epinephrine,"2025 (Q1-Q3)",954.73
Lidocaine HCl Viscous,"2024 (Q1-Q4)",6287408.0
Lidocaine HCl Viscous,"2025 (Q1-Q3)",5522159.0
Lidocan III,"2024 (Q1-Q4)",516917.38
Lidocan III,"2025 (Q1-Q3)",33294.53
Lidocan IV,"2024 (Q1-Q4)",173419.78
Lidocan IV,"2025 (Q1-Q3)",55662.41
Lidocan V,"2024 (Q1-Q4)",91190.6
Lidocan V,"2025 (Q1-Q3)",31398.65
Lidoderm,"2024 (Q1-Q4)",642495.9
Lidoderm,"2025 (Q1-Q3)",107515.25
Likmez,"2025 (Q1-Q3)",57803.05
Liletta,"2024 (Q1-Q4)",29567.79
Liletta,"2025 (Q1-Q3)",127519.25
Lincocin,"2024 (Q1-Q4)",996.72
Lincocin,"2025 (Q1-Q3)",825.26
Lincomycin HCl,"2024 (Q1-Q4)",1559.26
Lincomycin HCl,"2025 (Q1-Q3)",2106.54
Linezolid,"2024 (Q1-Q4)",17502910
Linezolid,"2025 (Q1-Q3)",14554307
Linezolid-0.9% NaCl,"2024 (Q1-Q4)",63021.89
Linezolid-0.9% NaCl,"2025 (Q1-Q3)",6317.82
Linezolid-D5W,"2024 (Q1-Q4)",1095225.1
Linezolid-D5W,"2025 (Q1-Q3)",929894.75
Linzess,"2024 (Q1-Q4)",1981958656
Linzess,"2025 (Q1-Q3)",1702164096
Lioresal Intrathecal,"2024 (Q1-Q4)",404751.3
Lioresal Intrathecal,"2025 (Q1-Q3)",320364.8
Liothyronine Sodium,"2024 (Q1-Q4)",29250186
Liothyronine Sodium,"2025 (Q1-Q3)",19960742
Lipitor,"2024 (Q1-Q4)",26798188
Lipitor,"2025 (Q1-Q3)",18610482
Lipofen,"2024 (Q1-Q4)",167539.34
Lipofen,"2025 (Q1-Q3)",82972.38
Liraglutide,"2024 (Q1-Q4)",48095824
Liraglutide,"2025 (Q1-Q3)",70355904
Lisdexamfetamine Dimesylate,"2024 (Q1-Q4)",44499220
Lisdexamfetamine Dimesylate,"2025 (Q1-Q3)",52024696
Lisinopril,"2024 (Q1-Q4)",252873584
Lisinopril,"2025 (Q1-Q3)",189879712
Lisinopril-Hydrochlorothiazide,"2024 (Q1-Q4)",47108420
Lisinopril-Hydrochlorothiazide,"2025 (Q1-Q3)",34728952
Lite Touch,"2024 (Q1-Q4)",747.07
Lite Touch,"2024 (Q1-Q4)",18492.02
Lite Touch,"2024 (Q1-Q4)",578.57
Lite Touch,"2024 (Q1-Q4)",1178.19
Lite Touch,"2025 (Q1-Q3)",6217.11
Lite Touch,"2025 (Q1-Q3)",185.92
Lite Touch,"2025 (Q1-Q3)",686.63
Litfulo,"2024 (Q1-Q4)",5129379.5
Litfulo,"2025 (Q1-Q3)",9580126.0
Lithium Carbonate,"2024 (Q1-Q4)",7127156.0
Lithium Carbonate,"2025 (Q1-Q3)",5443869.5
Lithium Carbonate ER,"2024 (Q1-Q4)",6553986.0
Lithium Carbonate ER,"2025 (Q1-Q3)",5046259.5
Lithium Citrate,"2024 (Q1-Q4)",138520.89
Lithium Citrate,"2025 (Q1-Q3)",211668.88
Lithobid,"2024 (Q1-Q4)",1140288.8
Lithobid,"2025 (Q1-Q3)",762957.7
Lithostat,"2024 (Q1-Q4)",650584.4
Lithostat,"2025 (Q1-Q3)",526935.5
Livalo,"2024 (Q1-Q4)",90623328
Livalo,"2025 (Q1-Q3)",50108460
Livdelzi,"2024 (Q1-Q4)",13664387
Livdelzi,"2025 (Q1-Q3)",124523064
Livmarli,"2024 (Q1-Q4)",7900834.0
Livmarli,"2025 (Q1-Q3)",7932479.5
Livtencity,"2024 (Q1-Q4)",51984296
Livtencity,"2025 (Q1-Q3)",54305028
Lo-Zumandimine,"2024 (Q1-Q4)",72675.89
Lo-Zumandimine,"2025 (Q1-Q3)",70050.06
Lo Loestrin Fe,"2024 (Q1-Q4)",1290356.2
Lo Loestrin Fe,"2025 (Q1-Q3)",958479.7
Lodoco,"2024 (Q1-Q4)",605582.1
Lodoco,"2025 (Q1-Q3)",636344.44
Loestrin,"2024 (Q1-Q4)",12340.69
Loestrin,"2025 (Q1-Q3)",11649.54
Loestrin Fe,"2024 (Q1-Q4)",16266.0
Loestrin Fe,"2025 (Q1-Q3)",16523.23
Lofena,"2024 (Q1-Q4)",14879233
Lofena,"2025 (Q1-Q3)",9153611.0
Lofexidine HCl,"2024 (Q1-Q4)",421417.12
Lofexidine HCl,"2025 (Q1-Q3)",565528.7
Lojaimiess,"2024 (Q1-Q4)",24501.75
Lojaimiess,"2025 (Q1-Q3)",28424.08
Lokelma,"2024 (Q1-Q4)",239002704
Lokelma,"2025 (Q1-Q3)",258750448
Lomotil,"2024 (Q1-Q4)",246896.47
Lomotil,"2025 (Q1-Q3)",145884.23
Lonsurf,"2024 (Q1-Q4)",225915440
Lonsurf,"2025 (Q1-Q3)",207993968
Loperamide,"2024 (Q1-Q4)",16889294
Loperamide,"2025 (Q1-Q3)",11377772
Lopid,"2024 (Q1-Q4)",2303.67
Lopid,"2025 (Q1-Q3)",3600.81
Lopinavir-Ritonavir,"2024 (Q1-Q4)",3262123.0
Lopinavir-Ritonavir,"2025 (Q1-Q3)",2032517.5
Lopressor,"2024 (Q1-Q4)",309516.78
Lopressor,"2025 (Q1-Q3)",208788.02
Loqtorzi,"2025 (Q1-Q3)",174865.55
Lorazepam,"2024 (Q1-Q4)",52419928
Lorazepam,"2025 (Q1-Q3)",47651664
Lorazepam Intensol,"2024 (Q1-Q4)",1154189.4
Lorazepam Intensol,"2025 (Q1-Q3)",655242.5
Lorbrena,"2024 (Q1-Q4)",116734264
Lorbrena,"2025 (Q1-Q3)",147231408
Loreev XR,"2024 (Q1-Q4)",2247297.2
Loreev XR,"2025 (Q1-Q3)",2052412.4
Loryna,"2024 (Q1-Q4)",175997.39
Loryna,"2025 (Q1-Q3)",170220.19
Lorzone,"2024 (Q1-Q4)",5997.48
Losartan-Hydrochlorothiazide,"2024 (Q1-Q4)",79502688
Losartan-Hydrochlorothiazide,"2025 (Q1-Q3)",58345576
Losartan Potassium,"2024 (Q1-Q4)",355169184
Losartan Potassium,"2025 (Q1-Q3)",271122688
Lotemax,"2024 (Q1-Q4)",9542146.0
Lotemax,"2025 (Q1-Q3)",4902192.5
Lotemax Sm,"2024 (Q1-Q4)",14640745
Lotemax Sm,"2025 (Q1-Q3)",7387426.0
Lotensin HCT,"2024 (Q1-Q4)",10378.13
Lotensin HCT,"2025 (Q1-Q3)",7016.51
Loteprednol Etabonate,"2024 (Q1-Q4)",33976068
Loteprednol Etabonate,"2025 (Q1-Q3)",25199782
Lotrel,"2024 (Q1-Q4)",2562693.0
Lotrel,"2025 (Q1-Q3)",1622621.6
Lotronex,"2024 (Q1-Q4)",1300382.2
Lotronex,"2025 (Q1-Q3)",790414.4
Lovastatin,"2024 (Q1-Q4)",25064680
Lovastatin,"2025 (Q1-Q3)",17868086
Lovaza,"2024 (Q1-Q4)",7055049.0
Lovaza,"2025 (Q1-Q3)",4711652.0
Lovenox,"2024 (Q1-Q4)",576582.2
Lovenox,"2025 (Q1-Q3)",395399.16
Low-Ogestrel,"2024 (Q1-Q4)",114286.03
Low-Ogestrel,"2025 (Q1-Q3)",37870.85
Loxapine,"2024 (Q1-Q4)",3669003.8
Loxapine,"2025 (Q1-Q3)",2718194.2
Lubiprostone,"2024 (Q1-Q4)",56139860
Lubiprostone,"2025 (Q1-Q3)",45880608
Lucemyra,"2024 (Q1-Q4)",1944299.6
Lucemyra,"2025 (Q1-Q3)",154809.84
Lucentis,"2024 (Q1-Q4)",2630670.5
Lucentis,"2025 (Q1-Q3)",1121112.8
Luer-Lok Syringe,"2024 (Q1-Q4)",541.1
Luliconazole,"2024 (Q1-Q4)",83613.54
Luliconazole,"2025 (Q1-Q3)",59578.65
Lumakras,"2024 (Q1-Q4)",153620128
Lumakras,"2025 (Q1-Q3)",151416928
Lumigan,"2024 (Q1-Q4)",647209280
Lumigan,"2025 (Q1-Q3)",470347232
Lumizyme,"2024 (Q1-Q4)",13227075
Lumizyme,"2025 (Q1-Q3)",10027323
Lumryz,"2024 (Q1-Q4)",16134521
Lumryz,"2025 (Q1-Q3)",25078914
Lumryz Starter Pack,"2025 (Q1-Q3)",839621.9
Lunesta,"2024 (Q1-Q4)",5944115.5
Lunesta,"2025 (Q1-Q3)",2331018.5
Lunsumio,"2024 (Q1-Q4)",212983.05
Lunsumio,"2025 (Q1-Q3)",550714.3
Lupkynis,"2024 (Q1-Q4)",25759784
Lupkynis,"2025 (Q1-Q3)",24573080
Lupron Depot,"2024 (Q1-Q4)",163997488
Lupron Depot,"2025 (Q1-Q3)",195530976
Lupron Depot-Ped,"2024 (Q1-Q4)",524662.75
Lupron Depot-Ped,"2025 (Q1-Q3)",361843.4
Lurasidone HCl,"2024 (Q1-Q4)",182653568
Lurasidone HCl,"2025 (Q1-Q3)",75481224
Lutera,"2024 (Q1-Q4)",43103.47
Lutera,"2025 (Q1-Q3)",10135.46
Luzu,"2024 (Q1-Q4)",6261.77
Luzu,"2025 (Q1-Q3)",10836.69
Lybalvi,"2024 (Q1-Q4)",127260664
Lybalvi,"2025 (Q1-Q3)",117345440
Lyleq,"2024 (Q1-Q4)",571.82
Lyleq,"2025 (Q1-Q3)",347.84
Lyllana,"2024 (Q1-Q4)",2769719.5
Lyllana,"2025 (Q1-Q3)",2885480.0
Lynparza,"2024 (Q1-Q4)",593929920
Lynparza,"2025 (Q1-Q3)",602785152
Lyrica,"2024 (Q1-Q4)",62035504
Lyrica,"2025 (Q1-Q3)",39551540
Lyrica Cr,"2024 (Q1-Q4)",311396.56
Lyrica Cr,"2025 (Q1-Q3)",142192.44
Lysodren,"2024 (Q1-Q4)",2657363.8
Lysodren,"2025 (Q1-Q3)",2005046.5
Lytgobi,"2024 (Q1-Q4)",21835060
Lytgobi,"2025 (Q1-Q3)",21154182
Lyumjev,"2024 (Q1-Q4)",19927368
Lyumjev,"2025 (Q1-Q3)",17676922
Lyumjev Kwikpen U-100,"2024 (Q1-Q4)",56023532
Lyumjev Kwikpen U-100,"2025 (Q1-Q3)",46445680
Lyumjev Kwikpen U-200,"2024 (Q1-Q4)",13672689
Lyumjev Kwikpen U-200,"2025 (Q1-Q3)",11496853
Lyumjev Tempo Pen U-100,"2024 (Q1-Q4)",341963.97
Lyumjev Tempo Pen U-100,"2025 (Q1-Q3)",232316.56
Lyvispah,"2024 (Q1-Q4)",163041.16
Lyvispah,"2025 (Q1-Q3)",88900.31
M-M-R II Vaccine,"2024 (Q1-Q4)",2464404.0
M-M-R II Vaccine,"2025 (Q1-Q3)",14807446
M-Natal Plus,"2024 (Q1-Q4)",162265.83
M-Natal Plus,"2025 (Q1-Q3)",122243.04
Macrobid,"2024 (Q1-Q4)",74939.64
Macrobid,"2025 (Q1-Q3)",51312.85
Macrodantin,"2024 (Q1-Q4)",5421.02
Magellan Insulin Safety Syrng,"2024 (Q1-Q4)",13322.83
Magellan Insulin Safety Syrng,"2025 (Q1-Q3)",7582.89
Magnesium Sulfate,"2024 (Q1-Q4)",173951.42
Magnesium Sulfate,"2024 (Q1-Q4)",33857.64
Magnesium Sulfate,"2025 (Q1-Q3)",29476.81
Magnesium Sulfate,"2025 (Q1-Q3)",165182.42
Magnesium Sulfate-D5W,"2024 (Q1-Q4)",3279.92
Magnesium Sulfate-D5W,"2025 (Q1-Q3)",7987.67
Malarone,"2024 (Q1-Q4)",3260.09
Malarone,"2025 (Q1-Q3)",4250.75
Malathion,"2024 (Q1-Q4)",352042.0
Malathion,"2025 (Q1-Q3)",211918.34
Mannitol,"2024 (Q1-Q4)",162.59
Mannitol,"2025 (Q1-Q3)",310.14
Maraviroc,"2024 (Q1-Q4)",18696274
Maraviroc,"2025 (Q1-Q3)",12186495
Marcaine,"2024 (Q1-Q4)",301.68
Marcaine,"2024 (Q1-Q4)",262.16
Marcaine,"2025 (Q1-Q3)",430.9
Marlissa,"2024 (Q1-Q4)",27242.3
Marlissa,"2025 (Q1-Q3)",20341.9
Marplan,"2024 (Q1-Q4)",349241.94
Marplan,"2025 (Q1-Q3)",232261.9
Matulane,"2024 (Q1-Q4)",1865329.8
Matulane,"2025 (Q1-Q3)",1523417.5
Matzim La,"2024 (Q1-Q4)",4453863.5
Matzim La,"2025 (Q1-Q3)",3155397.5
Mavenclad,"2024 (Q1-Q4)",178190384
Mavenclad,"2025 (Q1-Q3)",242925184
Mavyret,"2024 (Q1-Q4)",165321584
Mavyret,"2025 (Q1-Q3)",175978496
Maxalt,"2024 (Q1-Q4)",1147397.5
Maxalt,"2025 (Q1-Q3)",823933.56
Maxalt Mlt,"2024 (Q1-Q4)",1095954.5
Maxalt Mlt,"2025 (Q1-Q3)",778554.25
Maxicomfort II Pen Needle,"2024 (Q1-Q4)",2476.79
Maxicomfort II Pen Needle,"2025 (Q1-Q3)",221.59
Maxidex,"2024 (Q1-Q4)",99050.6
Maxidex,"2025 (Q1-Q3)",69117.37
Maxitrol,"2024 (Q1-Q4)",23892.43
Maxitrol,"2025 (Q1-Q3)",9679.78
Mayzent,"2024 (Q1-Q4)",75847096
Mayzent,"2025 (Q1-Q3)",57767276
Me-Naphos-Mb-Hyo 1,"2024 (Q1-Q4)",58461.65
Me-Naphos-Mb-Hyo 1,"2025 (Q1-Q3)",55860.72
Meclizine HCl,"2024 (Q1-Q4)",25483698
Meclizine HCl,"2025 (Q1-Q3)",20079544
Meclofenamate Sodium,"2024 (Q1-Q4)",257727.02
Meclofenamate Sodium,"2025 (Q1-Q3)",139185.94
Medrol,"2024 (Q1-Q4)",9692.85
Medrol,"2025 (Q1-Q3)",8046.5
Medroxyprogesterone Acetate,"2024 (Q1-Q4)",8639982.0
Medroxyprogesterone Acetate,"2025 (Q1-Q3)",5720602.0
Mefenamic Acid,"2024 (Q1-Q4)",71724.24
Mefenamic Acid,"2025 (Q1-Q3)",48912.79
Mefloquine HCl,"2024 (Q1-Q4)",401963.28
Mefloquine HCl,"2025 (Q1-Q3)",168635.83
Megestrol Acetate,"2024 (Q1-Q4)",28214776
Megestrol Acetate,"2025 (Q1-Q3)",16323676
Mekinist,"2024 (Q1-Q4)",207005040
Mekinist,"2025 (Q1-Q3)",220861376
Mektovi,"2024 (Q1-Q4)",96181640
Mektovi,"2025 (Q1-Q3)",108659600
Meleya,"2025 (Q1-Q3)",28187.67
Meloxicam,"2024 (Q1-Q4)",51524956
Meloxicam,"2024 (Q1-Q4)",16224920
Meloxicam,"2025 (Q1-Q3)",47155748
Meloxicam,"2025 (Q1-Q3)",9089700.0
Memantine HCl,"2024 (Q1-Q4)",166970480
Memantine HCl,"2025 (Q1-Q3)",126685576
